Meter S/N:, None
Sensor, None, None, , 
Date, 2/20/2015 12:30:05 PM
Units, W
Timestamp, Measurement, Sequence, Flags, Flags (interpreted), Period
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
0.0000000, 0.000000E+000, 0.000, 0.000, 0, 0, 0, 0
