Meter S/N:, "serial number"
Sensor, THERMO,SINGLE, Horst
Date, 2/24/2014 6:19:53 PM
Timestamp, Measurement, Sequence, Flags, Flags (interpreted)
0.000006, 18.0356826782227, 0, 0, 0, "14499041 0000 00000000"
0.000013, 18.1306076049805, 51, 0, 0, "7c0b9141 0000 33000000"
0.000019, 18.235179901123, 102, 0, 0, "a6e19141 0000 66000000"
0.000026, 18.3365001678467, 154, 0, 0, "27b19241 0000 9a000000"
0.000032, 18.4459362030029, 205, 0, 0, "47919341 0000 cd000000"
0.000038, 18.5573711395264, 256, 0, 0, "7f759441 0000 00010000"
0.000045, 18.669958114624, 307, 0, 0, "135c9541 0000 33010000"
0.000051, 18.7905349731445, 358, 0, 0, "04539641 0000 66010000"
0.000058, 18.9147033691406, 410, 0, 0, "50519741 0000 9a010000"
0.000064, 19.0380439758301, 461, 0, 0, "ea4d9841 0000 cd010000"
0.000070, 19.16379737854, 512, 0, 0, "754f9941 0000 00020000"
0.000077, 19.2983684539795, 563, 0, 0, "0f639a41 0000 33020000"
0.000083, 19.4356594085693, 614, 0, 0, "3b7c9b41 0000 66020000"
0.000090, 19.5733852386475, 666, 0, 0, "4b969c41 0000 9a020000"
0.000096, 19.7175102233887, 717, 0, 0, "76bd9d41 0000 cd020000"
0.000102, 19.8617420196533, 768, 0, 0, "d9e49e41 0000 00030000"
0.000109, 19.9997386932373, 819, 0, 0, "77ff9f41 0000 33030000"
0.000115, 20.1569519042969, 870, 0, 0, "7041a141 0000 66030000"
0.000122, 20.3085308074951, 922, 0, 0, "df77a241 0000 9a030000"
0.000128, 20.4626407623291, 973, 0, 0, "7db3a341 0000 cd030000"
0.000134, 20.6187381744385, 1024, 0, 0, "2df3a441 0000 00040000"
0.000141, 20.7846088409424, 1075, 0, 0, "e146a641 0000 33040000"
0.000147, 20.9489116668701, 1126, 0, 0, "5f97a741 0000 66040000"
0.000154, 21.1178607940674, 1178, 0, 0, "61f1a841 0000 9a040000"
0.000160, 21.2904644012451, 1229, 0, 0, "df52aa41 0000 cd040000"
0.000166, 21.4620876312256, 1280, 0, 0, "5bb2ab41 0000 00050000"
0.000173, 21.6370716094971, 1331, 0, 0, "b918ad41 0000 33050000"
0.000179, 21.8176670074463, 1382, 0, 0, "958aae41 0000 66050000"
0.000186, 21.9956932067871, 1434, 0, 0, "2ef7af41 0000 9a050000"
0.000192, 22.1775856018066, 1485, 0, 0, "b26bb141 0000 cd050000"
0.000198, 22.3672370910645, 1536, 0, 0, "1af0b241 0000 00060000"
0.000205, 22.5516948699951, 1587, 0, 0, "df69b441 0000 33060000"
0.000211, 22.7372665405273, 1638, 0, 0, "ece5b541 0000 66060000"
0.000218, 22.9258975982666, 1690, 0, 0, "3d68b741 0000 9a060000"
0.000224, 23.1200351715088, 1741, 0, 0, "d5f5b841 0000 cd060000"
0.000230, 23.3197269439697, 1792, 0, 0, "cd8eba41 0000 00070000"
0.000237, 23.5141792297363, 1843, 0, 0, "0a1dbc41 0000 33070000"
0.000243, 23.717113494873, 1894, 0, 0, "a6bcbd41 0000 66070000"
0.000250, 23.9188003540039, 1946, 0, 0, "b459bf41 0000 9a070000"
0.000256, 24.1183547973633, 1997, 0, 0, "64f2c041 0000 cd070000"
0.000262, 24.3280334472656, 2048, 0, 0, "d09fc241 0000 00080000"
0.000269, 24.5298919677734, 2099, 0, 0, "383dc441 0000 33080000"
0.000275, 24.7411479949951, 2150, 0, 0, "dfedc541 0000 66080000"
0.000282, 24.9500637054443, 2202, 0, 0, "bb99c741 0000 9a080000"
0.000288, 25.16481590271, 2253, 0, 0, "8b51c941 0000 cd080000"
0.000294, 25.3751258850098, 2304, 0, 0, "4200cb41 0000 00090000"
0.000301, 25.5893859863281, 2355, 0, 0, "10b7cc41 0000 33090000"
0.000307, 25.8040351867676, 2406, 0, 0, "aa6ece41 0000 66090000"
0.000314, 26.0163116455078, 2458, 0, 0, "6821d041 0000 9a090000"
0.000320, 26.2372436523438, 2509, 0, 0, "e0e5d141 0000 cd090000"
0.000326, 26.4589900970459, 2560, 0, 0, "03acd341 0000 000a0000"
0.000333, 26.6764698028564, 2611, 0, 0, "6969d541 0000 330a0000"
0.000339, 26.8967189788818, 2662, 0, 0, "7b2cd741 0000 660a0000"
0.000346, 27.1201343536377, 2714, 0, 0, "09f6d841 0000 9a0a0000"
0.000352, 27.341381072998, 2765, 0, 0, "26bbda41 0000 cd0a0000"
0.000358, 27.5637912750244, 2816, 0, 0, "a582dc41 0000 000b0000"
0.000365, 27.785083770752, 2867, 0, 0, "da47de41 0000 330b0000"
0.000371, 28.0122203826904, 2918, 0, 0, "0719e041 0000 660b0000"
0.000378, 28.2356719970703, 2970, 0, 0, "a8e2e141 0000 9a0b0000"
0.000384, 28.4624519348145, 3021, 0, 0, "1ab3e341 0000 cd0b0000"
0.000390, 28.6882667541504, 3072, 0, 0, "9281e541 0000 000c0000"
0.000397, 28.9103775024414, 3123, 0, 0, "7448e741 0000 330c0000"
0.000403, 29.1422462463379, 3174, 0, 0, "5223e941 0000 660c0000"
0.000410, 29.364933013916, 3226, 0, 0, "62ebea41 0000 9a0c0000"
0.000416, 29.5926399230957, 3277, 0, 0, "babdec41 0000 cd0c0000"
0.000422, 29.8189315795898, 3328, 0, 0, "2c8dee41 0000 000d0000"
0.000429, 30.0439853668213, 3379, 1, TriggerDetected, "155af041 0100 330d0000"
0.000435, 30.2713394165039, 3430, 0, 0, "b42bf241 0000 660d0000"
0.000442, 30.5019664764404, 3482, 0, 0, "0704f441 0000 9a0d0000"
0.000448, 30.7206840515137, 3533, 0, 0, "f6c3f541 0000 cd0d0000"
0.000454, 30.947811126709, 3584, 0, 0, "1e95f741 0000 000e0000"
0.000461, 31.1717643737793, 3635, 0, 0, "c65ff941 0000 330e0000"
0.000467, 31.3971271514893, 3686, 0, 0, "512dfb41 0000 660e0000"
0.000474, 31.6228771209717, 3738, 0, 0, "a7fbfc41 0000 9a0e0000"
0.000480, 31.8422012329102, 3789, 0, 0, "d4bcfe41 0000 cd0e0000"
0.000486, 32.067081451416, 3840, 0, 0, "b1440042 0000 000f0000"
0.000493, 32.2888488769531, 3891, 0, 0, "c8270142 0000 330f0000"
0.000499, 32.5060958862305, 3942, 0, 0, "3e060242 0000 660f0000"
0.000506, 32.7314071655273, 3994, 0, 0, "f6ec0242 0000 9a0f0000"
0.000512, 32.9478569030762, 4045, 0, 0, "9bca0342 0000 cd0f0000"
0.000518, 33.1700019836426, 4096, 0, 0, "15ae0442 0000 00100000"
0.000525, 33.3858642578125, 4147, 0, 0, "208b0542 0000 33100000"
0.000531, 33.6018409729004, 4198, 0, 0, "49680642 0000 66100000"
0.000538, 33.8134231567383, 4250, 0, 0, "f2400742 0000 9a100000"
0.000544, 34.0263977050781, 4301, 0, 0, "081b0842 0000 cd100000"
0.000550, 34.2347564697266, 4352, 0, 0, "64f00842 0000 00110000"
0.000557, 34.4508819580078, 4403, 0, 0, "b4cd0942 0000 33110000"
0.000563, 34.6576881408691, 4454, 0, 0, "79a10a42 0000 66110000"
0.000570, 34.8650856018066, 4506, 0, 0, "d9750b42 0000 9a110000"
0.000576, 35.0683097839355, 4557, 0, 0, "f3450c42 0000 cd110000"
0.000582, 35.277889251709, 4608, 0, 0, "8f1c0d42 0000 00120000"
0.000589, 35.4718704223633, 4659, 0, 0, "32e30d42 0000 33120000"
0.000595, 35.6727905273438, 4710, 0, 0, "f0b00e42 0000 66120000"
0.000602, 35.8718414306641, 4762, 0, 0, "c47c0f42 0000 9a120000"
0.000608, 36.0691223144531, 4813, 0, 0, "c8461042 0000 cd120000"
0.000614, 36.2630653381348, 4864, 0, 0, "610d1142 0000 00130000"
0.000621, 36.4635391235352, 4915, 0, 0, "aada1142 0000 33130000"
0.000627, 36.6496925354004, 4966, 0, 0, "49991242 0000 66130000"
0.000634, 36.8378715515137, 5018, 0, 0, "fb591342 0000 9a130000"
0.000640, 37.0198783874512, 5069, 0, 0, "5b141442 0000 cd130000"
0.000646, 37.2075958251953, 5120, 0, 0, "94d41442 0000 00140000"
0.000653, 37.3851699829102, 5171, 0, 0, "6a8a1542 0000 33140000"
0.000659, 37.5671768188477, 5222, 0, 0, "ca441642 0000 66140000"
0.000666, 37.741096496582, 5274, 0, 0, "e2f61642 0000 9a140000"
0.000672, 37.9179229736328, 5325, 0, 0, "f4ab1742 0000 cd140000"
0.000678, 38.0866966247559, 5376, 0, 0, "c7581842 0000 00150000"
0.000685, 38.2574882507324, 5427, 0, 0, "ab071942 0000 33150000"
0.000691, 38.4234657287598, 5478, 0, 0, "a1b11942 0000 66150000"
0.000698, 38.5842475891113, 5530, 0, 0, "45561a42 0000 9a150000"
0.000704, 38.7440795898438, 5581, 0, 0, "f0f91a42 0000 cd150000"
0.000710, 38.9006233215332, 5632, 0, 0, "3d9a1b42 0000 00160000"
0.000717, 39.0548095703125, 5683, 0, 0, "20381c42 0000 33160000"
0.000723, 39.2088165283203, 5734, 0, 0, "d4d51c42 0000 66160000"
0.000730, 39.3579025268555, 5786, 0, 0, "7e6e1d42 0000 9a160000"
0.000736, 39.5036849975586, 5837, 0, 0, "c6031e42 0000 cd160000"
0.000742, 39.643856048584, 5888, 0, 0, "4f931e42 0000 00170000"
0.000749, 39.7838897705078, 5939, 0, 0, "b4221f42 0000 33170000"
0.000755, 39.9166221618652, 5990, 0, 0, "9faa1f42 0000 66170000"
0.000762, 40.0464706420898, 6042, 0, 0, "962f2042 0000 9a170000"
0.000768, 40.1771812438965, 6093, 0, 0, "6fb52042 0000 cd170000"
0.000774, 40.3063201904297, 6144, 0, 0, "ac392142 0000 00180000"
0.000781, 40.4294776916504, 6195, 0, 0, "c9b72142 0000 33180000"
0.000787, 40.5471343994141, 6246, 0, 0, "44302242 0000 66180000"
0.000794, 40.6648979187012, 6298, 0, 0, "dba82242 0000 9a180000"
0.000800, 40.7806167602539, 6349, 0, 0, "5a1f2342 0000 cd180000"
0.000806, 40.8857650756836, 6400, 0, 0, "068b2342 0000 00190000"
0.000813, 40.989990234375, 6451, 0, 0, "c0f52342 0000 33190000"
0.000819, 41.0888061523438, 6502, 0, 0, "f05a2442 0000 66190000"
0.000826, 41.1875419616699, 6554, 0, 0, "0bc02442 0000 9a190000"
0.000832, 41.2833557128906, 6605, 0, 0, "28222542 0000 cd190000"
0.000838, 41.3764381408691, 6656, 0, 0, "79812542 0000 001a0000"
0.000845, 41.4665794372559, 6707, 0, 0, "c7dd2542 0000 331a0000"
0.000851, 41.5530624389648, 6758, 0, 0, "56362642 0000 661a0000"
0.000858, 41.6368751525879, 6810, 0, 0, "298c2642 0000 9a1a0000"
0.000864, 41.7049255371094, 6861, 0, 0, "d8d12642 0000 cd1a0000"
0.000870, 41.7770843505859, 6912, 0, 0, "bc1b2742 0000 001b0000"
0.000877, 41.8479881286621, 6963, 0, 0, "57642742 0000 331b0000"
0.000883, 41.9131622314453, 7014, 0, 0, "14a72742 0000 661b0000"
0.000890, 41.9757423400879, 7066, 0, 0, "29e72742 0000 9a1b0000"
0.000896, 42.0389633178711, 7117, 0, 0, "e6272842 0000 cd1b0000"
0.000902, 42.0846519470215, 7168, 0, 0, "af562842 0000 001c0000"
0.000909, 42.137336730957, 7219, 0, 0, "a28c2842 0000 331c0000"
0.000915, 42.1808090209961, 7270, 0, 0, "26b92842 0000 661c0000"
0.000922, 42.2218704223633, 7322, 0, 0, "32e32842 0000 9a1c0000"
0.000928, 42.2568130493164, 7373, 0, 0, "fa062942 0000 cd1c0000"
0.000934, 42.2965049743652, 7424, 0, 0, "9f2f2942 0000 001d0000"
0.000941, 42.3261833190918, 7475, 0, 0, "034e2942 0000 331d0000"
0.000947, 42.3564910888672, 7526, 0, 0, "0c6d2942 0000 661d0000"
0.000954, 42.3740844726563, 7578, 0, 0, "107f2942 0000 9a1d0000"
0.000960, 42.3885040283203, 7629, 0, 0, "d48d2942 0000 cd1d0000"
0.000966, 42.4012489318848, 7680, 0, 0, "e19a2942 0000 001e0000"
0.000973, 42.4098892211914, 7731, 0, 0, "baa32942 0000 331e0000"
0.000979, 42.4176864624023, 7782, 0, 0, "b6ab2942 0000 661e0000"
0.000986, 42.4254455566406, 7834, 0, 0, "a8b32942 0000 9a1e0000"
0.000992, 42.4212989807129, 7885, 0, 0, "69af2942 0000 cd1e0000"
0.000998, 42.4192123413086, 7936, 0, 0, "46ad2942 0000 001f0000"
0.001005, 42.4010162353516, 7987, 0, 0, "a49a2942 0000 331f0000"
0.001011, 42.3883895874023, 8038, 0, 0, "b68d2942 0000 661f0000"
0.001018, 42.3668060302734, 8090, 0, 0, "9c772942 0000 9a1f0000"
0.001024, 42.3532562255859, 8141, 0, 0, "bc692942 0000 cd1f0000"
0.001030, 42.3188819885254, 8192, 0, 0, "89462942 0000 00200000"
0.001037, 42.2912483215332, 8243, 0, 0, "3d2a2942 0000 33200000"
0.001043, 42.2606010437012, 8294, 0, 0, "db0a2942 0000 66200000"
0.001050, 42.2233047485352, 8346, 0, 0, "aae42842 0000 9a200000"
0.001056, 42.1733169555664, 8397, 0, 0, "7ab12842 0000 cd200000"
0.001062, 42.1357116699219, 8448, 0, 0, "f88a2842 0000 00210000"
0.001069, 42.0811157226563, 8499, 0, 0, "10532842 0000 33210000"
0.001075, 42.0318489074707, 8550, 0, 0, "9d202842 0000 66210000"
0.001082, 41.9694366455078, 8602, 0, 0, "b4e02742 0000 9a210000"
0.001088, 41.9135093688965, 8653, 0, 0, "6fa72742 0000 cd210000"
0.001094, 41.8446769714355, 8704, 0, 0, "f3602742 0000 00220000"
0.001101, 41.7795219421387, 8755, 0, 0, "3b1e2742 0000 33220000"
0.001107, 41.7015228271484, 8806, 0, 0, "5cce2642 0000 66220000"
0.001114, 41.6298789978027, 8858, 0, 0, "ff842642 0000 9a220000"
0.001120, 41.5441513061523, 8909, 0, 0, "362d2642 0000 cd220000"
0.001126, 41.4628410339355, 8960, 0, 0, "f3d92542 0000 00230000"
0.001133, 41.3709030151367, 9011, 0, 0, "ce7b2542 0000 33230000"
0.001139, 41.2820777893066, 9062, 0, 0, "d9202542 0000 66230000"
0.001146, 41.18310546875, 9114, 0, 0, "80bb2442 0000 9a230000"
0.001152, 41.0888900756836, 9165, 0, 0, "065b2442 0000 cd230000"
0.001158, 40.9878425598145, 9216, 0, 0, "8df32342 0000 00240000"
0.001165, 40.8818626403809, 9267, 0, 0, "07872342 0000 33240000"
0.001171, 40.7694129943848, 9318, 0, 0, "e1132342 0000 66240000"
0.001178, 40.6592292785645, 9370, 0, 0, "0da32242 0000 9a240000"
0.001184, 40.5383224487305, 9421, 0, 0, "3e272242 0000 cd240000"
0.001190, 40.4197578430176, 9472, 0, 0, "d5ad2142 0000 00250000"
0.001197, 40.2937088012695, 9523, 0, 0, "c22c2142 0000 33250000"
0.001203, 40.1759605407715, 9574, 0, 0, "2fb42042 0000 66250000"
0.001210, 40.0391807556152, 9626, 0, 0, "1f282042 0000 9a250000"
0.001216, 39.9105453491211, 9677, 0, 0, "66a41f42 0000 cd250000"
