Meter S/N:, ERR-100
Sensor, THERMO,SINGLE, 0119K06
Date, 11/1/2013 6:05:40 PM
Timestamp, Measurement, PulsePeriod(uSec), 
00.500, 0.00769429, 0
00.600, 0.00769124, 0
00.700, 0.00768995, 0
00.800, 0.0076892, 0
00.900, 0.00768847, 0
01.000, 0.00768805, 0
01.100, 0.00768767, 0
01.200, 0.00768786, 0
01.300, 0.0076874, 0
01.400, 0.00768731, 0
01.500, 0.00768706, 0
01.600, 0.00593375, 0
01.700, 0.00592739, 0
01.800, 0.00592519, 0
01.900, 0.00592362, 0
02.000, 0.00592273, 0
02.100, 0.00592202, 0
02.200, 0.00592119, 0
02.300, 0.00592093, 0
02.400, 0.00592068, 0
02.500, 0.00592044, 0
02.600, 0.00592, 0
02.700, 0.00327715, 0
02.800, 0.000467914, 0
02.900, 0.000466767, 0
03.000, 0.00046648, 0
03.100, 0.00046622, 0
03.200, 0.000466108, 0
03.300, 0.000466122, 0
03.400, 0.000465911, 0
03.500, 0.000465962, 0
03.600, 0.000465938, 0
03.700, 0.000465898, 0
03.800, 0.000466024, 0
03.900, 0.000465848, 0
04.000, 0.000465897, 0
04.100, 0.000465783, 0
04.200, 0.000465891, 0
04.300, 0.000465825, 0
04.400, 0.000465811, 0
04.500, 0.000465851, 0
04.600, 0.000465858, 0
04.700, 0.000465855, 0
04.800, 0.000465907, 0
04.900, 0.000465811, 0
05.000, 0.000465638, 0
05.100, 0.0564753, 0
05.200, 0.0564754, 0
05.300, 0.0564714, 0
05.400, 0.0564699, 0
05.500, 0.0564647, 0
05.600, 0.0564648, 0
05.700, 0.0564631, 0
05.800, 0.0564625, 0
05.900, 0.0564635, 0
06.000, 0.0564626, 0
06.100, 0.0564623, 0
06.200, 0.0322588, 0
06.300, 0.00769422, 0
06.400, 0.00768975, 0
06.500, 0.00768809, 0
06.600, 0.00768739, 0
06.700, 0.00768653, 0
06.800, 0.0076863, 0
06.900, 0.00768582, 0
07.000, 0.00768548, 0
07.100, 0.00768526, 0
07.200, 0.00768539, 0
07.300, 0.00768522, 0
07.400, 0.00595397, 0
07.500, 0.0059269, 0
07.600, 0.00592407, 0
07.700, 0.00592252, 0
07.800, 0.00592158, 0
07.900, 0.00592077, 0
08.000, 0.00592022, 0
08.100, 0.00591969, 0
08.200, 0.00591929, 0
08.300, 0.00591921, 0
08.400, 0.00591852, 0
08.500, 0.00591811, 0
08.600, 0.000468001, 0
08.700, 0.000466672, 0
08.800, 0.000466256, 0
08.900, 0.000466058, 0
09.000, 0.000465904, 0
09.100, 0.000465842, 0
09.200, 0.000465838, 0
09.300, 0.000465742, 0
09.400, 0.000465666, 0
09.500, 0.00046571, 0
09.600, 0.000465677, 0
09.700, 0.000465593, 0
09.800, 0.000465641, 0
09.900, 0.000465714, 0
10.000, 0.000465831, 0
10.100, 0.000465737, 0
10.200, 0.000465777, 0
10.300, 0.000465791, 0
10.400, 0.000465786, 0
10.500, 0.000465718, 0
10.600, 0.000465807, 0
10.700, 0.000465768, 0
