Meter S/N:, ERR-100
Sensor, THERMO,SINGLE, 1
Date, 11/9/2013 3:27:14 PM
Timestamp, Measurement, PulsePeriod(uSec) 
00.000147, 1.452176, 1600
00.000294, 0.7646669, 1660
00.000441, 0.07600605, 1710
00.000588, -0.6045936, 1740
00.000735, -1.262161, 1800
00.000882, -1.888635, 1850
00.001029, -2.471348, 1910
00.001176, -3.002239, 1960
00.001323, -3.472095, 2000
00.001470, -3.875157, 2060
00.001617, -4.202213, 2100
00.001764, -4.448657, 2170
00.001911, -4.609882, 2210
00.002058, -4.683585, 2260
00.002205, -4.669765, 2320
00.002352, -4.567273, 2360
00.002499, -4.377257, 2430
00.002646, -4.103175, 2460
00.002793, -3.750783, 2510
00.002940, -3.324689, 2560
00.003087, -2.834104, 2620
00.003234, -2.285939, 2670
00.003381, -1.687104, 2720
00.003528, -1.050265, 2770
00.003675, -0.383485, 2820
00.003822, 0.2994178, 2880
00.003969, 0.9903818, 2920
00.004116, 1.673285, 2980
00.004263, 2.342368, 3030
00.004410, 2.98151, 3080
00.004557, 3.5838, 3130
00.004704, 4.136571, 3180
00.004851, 4.635217, 3230
00.004998, 5.064767, 3300
00.005145, 5.426371, 3340
00.005292, 5.703908, 3390
00.005439, 5.901985, 3440
00.005586, 6.010236, 3500
00.005733, 6.03442, 3540
00.005880, 5.966475, 3690
00.006027, 5.815614, 3720
00.006174, 5.573777, 3750
00.006321, 5.255933, 3780
00.006468, 4.857478, 3800
00.006615, 4.394532, 3850
00.006762, 3.867096, 3920
00.006909, 3.290141, 3950
00.007056, 2.66597, 4000
00.007203, 2.011857, 4050
00.007350, 1.332409, 4110
00.007497, 0.6460514, 4170
00.007644, -0.04260945, 4200
00.007791, -0.7186027, 4260
00.007938, -1.371564, 4300
00.008085, -1.99228, 4360
00.008232, -2.566931, 4420
00.008379, -3.088609, 4460
00.008526, -3.546949, 4510
00.008673, -3.938495, 4560
00.008820, -4.249429, 4610
00.008967, -4.483205, 4670
00.009114, -4.628308, 4720
00.009261, -4.688191, 4770
00.009408, -4.657098, 4820
00.009555, -4.540786, 4870
00.009702, -4.3358, 4920
00.009849, -4.050201, 4980
00.009996, -3.68399, 5030
00.010143, -3.247531, 5080
00.010290, -2.74543, 5130
00.010437, -2.188053, 5180
00.010584, -1.581156, 5230
00.010731, -0.9385595, 5290
00.010878, -0.2683244, 5330
00.011025, 0.4180333, 5380
00.011172, 1.106694, 5430
00.011319, 1.788445, 5480
00.011466, 2.452922, 5530
